id_cuaca,tanggal,lokasi_kode,latitude,longitude,zona_waktu,hujan_mm,prob_hujan,intensitas_hujan,suhu_min_c,suhu_max_c,kelembaban_rh_avg,angin_kecepatan_avg_ms,angin_gust_max_ms,angin_arah_derajat,tekanan_hpa_avg,visibilitas_km_avg,wet_bulb_c,petir_count
CWC_20250717_PIT_B,2025-07-17 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,10.5,0.68,Ringan,25,32.4,92.1,3.2,7.4,311,1013.1,6.2,22.9,0
CWC_20250717_ROAD_01,2025-07-17 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,79.4,0.66,Lebat,26.2,31,71.7,3.6,7.2,271,1012.7,6.6,24.6,0
CWC_20250717_STOCKPILE,2025-07-17 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,64.9,0.61,Lebat,26.1,33.4,81.3,2.8,7.7,100,1007.3,7.3,24.5,0
CWC_20250717_PORT,2025-07-17 00:00:00,PORT,-1.93,116.95,Asia/Makassar,2,0.57,Ringan,26.7,32.7,89.9,1.1,4.3,48,1008,7.2,24.5,0
CWC_20250718_PIT_A,2025-07-18 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,66,0.72,Lebat,24,29.3,78.5,1.9,3.7,145,1008.3,6.2,22.5,0
CWC_20250718_PIT_B,2025-07-18 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,76.5,0.28,Lebat,24.8,32.7,89.7,1.1,4,74,1013.8,9.4,23.3,0
CWC_20250718_ROAD_01,2025-07-18 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,22.8,0.63,Sedang,26.4,30.9,91.6,2.7,4.3,354,1013,8.4,24.4,0
CWC_20250718_STOCKPILE,2025-07-18 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,4.8,0.86,Ringan,23.8,29.2,67.2,4.3,7.7,172,1007.7,7.9,21.7,0
CWC_20250718_PORT,2025-07-18 00:00:00,PORT,-1.93,116.95,Asia/Makassar,15,0.05,Ringan,24.3,29.9,85,3.3,6,214,1005,8.5,21.7,0
CWC_20250719_PIT_A,2025-07-19 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,23.9,0.94,Sedang,23.1,30.3,69.9,1.4,5.2,95,1005,8.9,21.9,0
CWC_20250719_PIT_B,2025-07-19 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,6,0.73,Ringan,25.3,30.8,89.2,2.9,8,183,1012,9.9,23.7,1
CWC_20250719_ROAD_01,2025-07-19 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,59.4,0.44,Lebat,24.7,29.4,83.7,2.2,3.4,81,1005.5,5.7,22.3,0
CWC_20250719_STOCKPILE,2025-07-19 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,54.4,0.9,Lebat,25,29.3,75.9,1.6,4.2,84,1008.4,5.4,23.9,0
CWC_20250719_PORT,2025-07-19 00:00:00,PORT,-1.93,116.95,Asia/Makassar,27.5,0.28,Sedang,24.8,31.2,93.8,2,6.9,309,1007.1,7.5,22.5,0
CWC_20250720_PIT_A,2025-07-20 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,0.6,0.92,Ringan,23.6,29.4,89.4,2,7.5,341,1013.1,7.2,22.4,0
CWC_20250720_PIT_B,2025-07-20 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,58.4,0.84,Lebat,24.2,28.3,94.5,2.9,4.5,321,1007.8,6.2,21.4,0
CWC_20250720_ROAD_01,2025-07-20 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,56.1,0.48,Lebat,23.5,29.9,90,4.4,7.8,95,1014.1,7.6,21,0
CWC_20250720_STOCKPILE,2025-07-20 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,67.9,0.57,Lebat,26.5,31.2,93.2,1.8,3.3,48,1012.4,8.5,24.5,0
CWC_20250720_PORT,2025-07-20 00:00:00,PORT,-1.93,116.95,Asia/Makassar,5.3,0.96,Ringan,24.2,29.6,78.9,4.2,5.2,130,1008.8,8.8,22.4,0
CWC_20250721_PIT_A,2025-07-21 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,60.1,0.68,Lebat,25.4,31.4,90.2,1,6.1,41,1008.8,8.1,23.6,0
CWC_20250721_PIT_B,2025-07-21 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,59,0.06,Lebat,24.3,30.6,89.2,3.9,6.5,18,1011.2,5.8,22.3,0
CWC_20250721_ROAD_01,2025-07-21 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,33.3,0.16,Sedang,25.1,31.7,72.6,2.2,6.6,130,1009.1,6,22.3,0
CWC_20250721_STOCKPILE,2025-07-21 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,77.9,0.65,Lebat,24.5,29.2,73.7,2.8,6.9,121,1014.6,8.3,23.3,0
CWC_20250721_PORT,2025-07-21 00:00:00,PORT,-1.93,116.95,Asia/Makassar,27.9,0.54,Sedang,23.9,31.3,68.6,4,5.8,16,1014.5,9.4,21.8,0
CWC_20250722_PIT_A,2025-07-22 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,34.4,0.61,Sedang,25.8,30.1,76.7,1.9,6.6,43,1005.5,7,24.3,0
CWC_20250722_PIT_B,2025-07-22 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,69.2,0.06,Lebat,23,30,71.4,3,7.5,77,1012.2,10,20.5,0
CWC_20250722_ROAD_01,2025-07-22 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,79.3,0.64,Lebat,26.4,33.7,86.4,1.2,4.6,309,1006.8,7.5,23.8,0
CWC_20250722_STOCKPILE,2025-07-22 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,47.4,0.93,Sedang,26.2,32.7,90.1,2.6,7,75,1007.3,8.3,23.9,0
CWC_20250722_PORT,2025-07-22 00:00:00,PORT,-1.93,116.95,Asia/Makassar,50.2,0.28,Lebat,26.8,32.6,81.9,2,3.7,187,1009.9,7.9,24.6,0
CWC_20250723_PIT_A,2025-07-23 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,27.2,0.24,Sedang,26.6,32.7,91.1,1.3,5.2,341,1014.1,8.1,24.8,0
CWC_20250723_PIT_B,2025-07-23 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,52.4,0.21,Lebat,24.3,31.8,65.1,1.9,7.5,235,1012.1,5.5,21.9,0
CWC_20250723_ROAD_01,2025-07-23 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,34.1,0.29,Sedang,23,27.4,72,2.7,4.6,39,1007.6,8,20.3,0
CWC_20250723_STOCKPILE,2025-07-23 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,58.6,0.26,Lebat,26.1,30.8,81.9,1.2,5,146,1013.2,6.8,24.7,0
CWC_20250723_PORT,2025-07-23 00:00:00,PORT,-1.93,116.95,Asia/Makassar,26.2,0.08,Sedang,23.2,30.4,88.9,1,5.9,168,1013.7,8.2,21,0
CWC_20250724_PIT_A,2025-07-24 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,58.5,1,Lebat,24.8,30.3,67.2,4.3,7,296,1007.6,8.2,22.6,0
CWC_20250724_PIT_B,2025-07-24 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,2.4,0.96,Ringan,24.7,32.2,65.5,3.1,8.5,133,1009.5,5.7,22.7,0
CWC_20250724_ROAD_01,2025-07-24 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,4.3,0.01,Ringan,25,29.7,70.1,3.6,8.4,240,1010.5,5.4,23.2,0
CWC_20250724_STOCKPILE,2025-07-24 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,76.9,0.84,Lebat,24.9,30.9,81.5,4.3,6.5,186,1008.3,7.7,23,0
CWC_20250724_PORT,2025-07-24 00:00:00,PORT,-1.93,116.95,Asia/Makassar,75.4,0.28,Lebat,25.2,32.2,85.4,2.2,5.4,115,1010.6,9,22.9,0
CWC_20250725_PIT_A,2025-07-25 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,12.9,0.28,Ringan,24.8,32.4,85,3.5,9.1,296,1010.9,5,23.5,0
CWC_20250725_PIT_B,2025-07-25 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,74.6,0.96,Lebat,26.3,33.9,83.3,2.6,8.2,190,1006.7,5.7,23.4,0
CWC_20250725_ROAD_01,2025-07-25 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,57.6,0.31,Lebat,25.2,30.4,72,1.5,5.7,337,1010.1,7.6,23.7,4
CWC_20250725_STOCKPILE,2025-07-25 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,62.9,0.73,Lebat,23.7,28.4,66.5,2.9,7.1,317,1013.1,6,22.2,0
CWC_20250725_PORT,2025-07-25 00:00:00,PORT,-1.93,116.95,Asia/Makassar,56,0.25,Lebat,25.9,32.6,78.2,2.2,6.8,233,1007.9,7.9,24.3,0
CWC_20250726_PIT_A,2025-07-26 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,39.1,0.2,Sedang,26.6,33.5,80.2,2.9,5.4,231,1014.7,8.9,23.8,0
CWC_20250726_PIT_B,2025-07-26 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,20.2,0.55,Sedang,26.1,33.6,94.6,1.1,2.2,109,1005.4,5.8,23.2,0
CWC_20250726_ROAD_01,2025-07-26 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,0.5,0,Ringan,23.6,28.9,91.4,3.3,7.8,47,1010.3,6,21.7,0
CWC_20250726_STOCKPILE,2025-07-26 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,64.5,0.81,Lebat,23.5,30.6,65.1,2.7,8.2,155,1009.6,6.6,20.9,0
CWC_20250726_PORT,2025-07-26 00:00:00,PORT,-1.93,116.95,Asia/Makassar,72.5,0.77,Lebat,23.3,27.4,80.2,1.5,7.3,351,1005.1,6.5,20.9,0
CWC_20250727_PIT_A,2025-07-27 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,45.8,0.66,Sedang,26.9,33,70.5,2,5.3,309,1006.9,9.8,25.9,0
CWC_20250727_PIT_B,2025-07-27 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,37.3,0.97,Sedang,26.2,33.2,71,2.7,7.6,330,1013.5,8.7,23.2,0
CWC_20250727_ROAD_01,2025-07-27 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,28.8,0.16,Sedang,26.1,30.7,70.2,3.6,6.9,231,1005.1,7,24.8,0
CWC_20250727_STOCKPILE,2025-07-27 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,60,0.67,Lebat,26.4,34.1,89.5,2.9,5.9,122,1013.9,6.3,23.9,0
CWC_20250727_PORT,2025-07-27 00:00:00,PORT,-1.93,116.95,Asia/Makassar,14,0.46,Ringan,23.6,28.9,68.7,2.1,6.8,348,1013.9,6.4,21.3,0
CWC_20250728_PIT_A,2025-07-28 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,20.5,0.28,Sedang,24.9,32.4,77.9,2.6,4.2,64,1005.2,9.1,23,0
CWC_20250728_PIT_B,2025-07-28 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,5,0.85,Ringan,26,31.2,85.6,2.9,7.5,118,1013.2,7.8,23,0
CWC_20250728_ROAD_01,2025-07-28 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,61.4,0.88,Lebat,24.2,30.9,93.5,1.5,3.6,1,1009.6,8.3,23,0
CWC_20250728_STOCKPILE,2025-07-28 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,78.6,0.25,Lebat,26.1,31.7,81.7,0.8,2.2,242,1011.7,8.6,23.7,0
CWC_20250728_PORT,2025-07-28 00:00:00,PORT,-1.93,116.95,Asia/Makassar,40.9,0.61,Sedang,23,27.5,83.3,3.9,5.4,4,1011.8,5.6,20,10
CWC_20250729_PIT_A,2025-07-29 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,75.4,0.94,Lebat,24,30.1,78.1,2.8,8.5,214,1005.6,7.7,22.3,0
CWC_20250729_PIT_B,2025-07-29 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,31.2,0.15,Sedang,26.2,30.8,82,2.7,7.3,62,1005.1,5.7,24.5,0
CWC_20250729_ROAD_01,2025-07-29 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,20.1,0.44,Sedang,26.4,31.7,71.7,1.7,4.2,170,1007.2,7.5,24.2,0
CWC_20250729_STOCKPILE,2025-07-29 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,57.8,0.12,Lebat,25.5,31.4,85.2,2.1,3.5,83,1011.9,7.3,24.2,0
CWC_20250729_PORT,2025-07-29 00:00:00,PORT,-1.93,116.95,Asia/Makassar,52.7,0.38,Lebat,23.5,28.7,71.6,4,6.3,197,1008.2,8.7,20.9,0
CWC_20250730_PIT_A,2025-07-30 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,79.2,0.11,Lebat,24.7,31.4,81.9,4.5,7.8,124,1006,7.2,23.1,8
CWC_20250730_PIT_B,2025-07-30 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,15.9,0.53,Ringan,26.5,32.7,77.6,4.3,8.6,245,1012.1,8,25.3,0
CWC_20250730_ROAD_01,2025-07-30 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,44.5,0.31,Sedang,24.8,30.4,65.1,3.5,8.8,297,1005.2,9.4,22.9,0
CWC_20250730_STOCKPILE,2025-07-30 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,57.1,0.06,Lebat,26.6,31.8,67.5,1.5,6.8,62,1010.8,8.8,24.9,0
CWC_20250730_PORT,2025-07-30 00:00:00,PORT,-1.93,116.95,Asia/Makassar,58.4,0.06,Lebat,23.8,30.1,73.3,3,8.2,71,1011.8,7.1,20.9,0
CWC_20250731_PIT_A,2025-07-31 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,62.9,0.27,Lebat,23.2,28.4,91.6,0.6,3.6,64,1010.7,9.4,20.4,0
CWC_20250731_PIT_B,2025-07-31 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,58.6,0.07,Lebat,24.2,28.5,71.4,0.7,2.2,319,1005.8,5.2,22.5,0
CWC_20250731_ROAD_01,2025-07-31 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,51.6,0.43,Lebat,23.2,28.9,85.8,0.9,5.1,191,1009,9.2,21,0
CWC_20250731_STOCKPILE,2025-07-31 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,42.6,0.56,Sedang,26.1,32.9,82.9,4.2,6.4,64,1014.7,7.1,24.1,0
CWC_20250731_PORT,2025-07-31 00:00:00,PORT,-1.93,116.95,Asia/Makassar,33,0.25,Sedang,26,30.2,67.8,2.9,4,150,1009.8,9.1,23,0
CWC_20250801_PIT_A,2025-08-01 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,39.3,0.63,Sedang,25.5,30.9,73.1,3.3,7.6,21,1005.7,9.4,23.6,0
CWC_20250801_PIT_B,2025-08-01 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,16.4,0.25,Ringan,24,29.8,74.3,1.7,4,32,1011.5,9,22.5,0
CWC_20250801_ROAD_01,2025-08-01 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,33.3,0.64,Sedang,25.3,31.4,68.2,2.8,4.2,145,1007.8,7.7,22.5,0
CWC_20250801_STOCKPILE,2025-08-01 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,25.2,0.77,Sedang,26.9,33,88.4,3.4,4.9,41,1014.2,8.6,24.8,0
CWC_20250801_PORT,2025-08-01 00:00:00,PORT,-1.93,116.95,Asia/Makassar,36.2,0.51,Sedang,23.9,28,69.5,2.9,5.6,75,1012.9,8.5,20.9,0
CWC_20250802_PIT_A,2025-08-02 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,42.1,0.84,Sedang,27,31.1,82.4,1.2,6.2,125,1006.4,6.1,25.7,0
CWC_20250802_PIT_B,2025-08-02 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,48.7,0.92,Sedang,24,28.5,71.1,4.3,9.3,58,1008.7,6.6,22.1,0
CWC_20250802_ROAD_01,2025-08-02 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,68.8,0.35,Lebat,25.8,32,73.7,3.1,5.9,230,1010.6,7.9,23.7,0
CWC_20250802_STOCKPILE,2025-08-02 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,50.8,0.13,Lebat,23.2,30.9,73.8,2.7,4.7,229,1009.2,7.3,21.3,0
CWC_20250802_PORT,2025-08-02 00:00:00,PORT,-1.93,116.95,Asia/Makassar,27.6,0.35,Sedang,23.3,28.9,76.6,2.5,4.5,317,1012.7,8.6,22.1,0
CWC_20250803_PIT_A,2025-08-03 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,24.6,0.88,Sedang,25.9,32.2,92.4,1.7,5.9,223,1010.2,5.8,23.3,0
CWC_20250803_PIT_B,2025-08-03 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,23,0.37,Sedang,24.9,32.6,81.6,1.9,4.5,271,1011.8,9.4,23.3,0
CWC_20250803_ROAD_01,2025-08-03 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,66.7,0.11,Lebat,23.1,27.3,68.8,1.8,5.5,152,1013.1,5.2,22.1,0
CWC_20250803_STOCKPILE,2025-08-03 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,70.3,0.75,Lebat,26.4,31.8,76.6,4.5,8.2,96,1012.8,9.6,25.3,0
CWC_20250803_PORT,2025-08-03 00:00:00,PORT,-1.93,116.95,Asia/Makassar,76,0,Lebat,25.6,32.9,86.3,4.2,8.2,189,1008.5,9,23.9,0
CWC_20250804_PIT_A,2025-08-04 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,29.9,0.63,Sedang,25.9,33.5,84.3,3.1,6.5,314,1005.8,9,24.3,0
CWC_20250804_PIT_B,2025-08-04 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,14.3,0.8,Ringan,23.8,30.1,76.1,4.3,10.2,64,1012.2,7,22.6,0
CWC_20250804_ROAD_01,2025-08-04 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,29,0.15,Sedang,26.4,34,78.6,1.9,2.9,346,1005.3,9.8,24.3,0
CWC_20250804_STOCKPILE,2025-08-04 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,10.9,0.46,Ringan,23.9,30.9,79,3,4.1,157,1014.9,5.9,22,0
CWC_20250804_PORT,2025-08-04 00:00:00,PORT,-1.93,116.95,Asia/Makassar,74.2,0.91,Lebat,24.8,30.2,80.5,1.4,4.9,327,1013.6,9.2,23.4,0
CWC_20250805_PIT_A,2025-08-05 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,73.3,0.79,Lebat,24.1,30.6,72.3,0.8,5.2,312,1005.8,6.1,22.2,0
CWC_20250805_PIT_B,2025-08-05 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,11.3,0.34,Ringan,25.4,30.8,83.3,3.1,8.3,328,1011.3,6.1,23,0
CWC_20250805_ROAD_01,2025-08-05 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,10.8,0.13,Ringan,26.2,33.2,94,1.6,2.9,204,1008.8,7.2,23.9,0
CWC_20250805_STOCKPILE,2025-08-05 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,25.9,0.82,Sedang,25,29.5,76.2,1.5,7.1,261,1007.6,7.8,22.8,0
CWC_20250805_PORT,2025-08-05 00:00:00,PORT,-1.93,116.95,Asia/Makassar,43.3,0.67,Sedang,23.6,31,90.1,0.9,6.4,237,1008.9,8.8,21.1,10
CWC_20250806_PIT_A,2025-08-06 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,73.9,0.54,Lebat,23.8,30.9,75.7,2,4.5,7,1009.7,7.2,22.6,0
CWC_20250806_PIT_B,2025-08-06 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,68.9,0.46,Lebat,26.3,33.7,72.6,1.2,6.8,66,1010,8.9,23.5,0
CWC_20250806_ROAD_01,2025-08-06 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,72.2,0.35,Lebat,25.6,32.5,71.3,1.2,6.6,306,1008.6,8.2,22.7,0
CWC_20250806_STOCKPILE,2025-08-06 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,40.4,0.63,Sedang,23.7,31.3,71.5,4.2,7.6,316,1005.3,6.3,22.5,0
CWC_20250806_PORT,2025-08-06 00:00:00,PORT,-1.93,116.95,Asia/Makassar,11.5,0.4,Ringan,23,29.9,70,1.6,6.5,48,1006.4,7.8,21.2,6
CWC_20250807_PIT_A,2025-08-07 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,10.1,0.01,Ringan,24.1,30.2,88.4,3.6,8.5,263,1011.6,5.9,21.9,0
CWC_20250807_PIT_B,2025-08-07 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,16.2,0.33,Ringan,25.1,32.4,71.8,4.2,9.8,23,1005.2,7.3,22.8,0
CWC_20250807_ROAD_01,2025-08-07 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,30.2,0.62,Sedang,24.2,28.9,92.1,2.2,3.6,43,1013.5,6.3,22.8,0
CWC_20250807_STOCKPILE,2025-08-07 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,35.9,0.68,Sedang,25.6,30.7,88.2,3.8,6,333,1007.6,5.1,23,0
CWC_20250807_PORT,2025-08-07 00:00:00,PORT,-1.93,116.95,Asia/Makassar,44.1,0.29,Sedang,25.7,31.9,72.7,1.7,3.4,295,1011.1,7.8,24,0
CWC_20250808_PIT_A,2025-08-08 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,62.6,0.21,Lebat,24.1,31.5,94.3,0.7,2.2,250,1008.3,5.8,22.9,0
CWC_20250808_PIT_B,2025-08-08 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,23.2,0.28,Sedang,24.3,30.9,82.7,4.4,9.7,131,1010.4,6.2,22.7,0
CWC_20250808_ROAD_01,2025-08-08 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,38.2,0.83,Sedang,25.4,31.3,85,3.1,4.4,342,1013.9,6.3,23,0
CWC_20250808_STOCKPILE,2025-08-08 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,48.8,0.59,Sedang,24.3,30.3,71.5,1,2.1,105,1007.4,8,22.1,0
CWC_20250808_PORT,2025-08-08 00:00:00,PORT,-1.93,116.95,Asia/Makassar,61.2,0.88,Lebat,26.8,31.9,78.9,0.6,4.4,217,1013.1,5.2,25.5,0
CWC_20250809_PIT_A,2025-08-09 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,16.8,0.83,Ringan,24.8,32.6,88.8,0.7,2.7,325,1013.1,7.9,23.1,0
CWC_20250809_PIT_B,2025-08-09 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,21.5,0.53,Sedang,23.1,27.7,73.5,2.6,7.7,332,1009.4,8.7,21.1,0
CWC_20250809_ROAD_01,2025-08-09 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,30.7,0.24,Sedang,25.8,31.2,66.3,2.4,4.4,249,1009.1,5.9,22.8,0
CWC_20250809_STOCKPILE,2025-08-09 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,24.5,0.02,Sedang,24.8,31.9,79.8,2.9,7.4,290,1008.2,8.1,22.5,0
CWC_20250809_PORT,2025-08-09 00:00:00,PORT,-1.93,116.95,Asia/Makassar,65.2,0.33,Lebat,23,27.9,69.3,1.4,5.8,36,1008,8.5,21.1,0
CWC_20250810_PIT_A,2025-08-10 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,31.3,0.74,Sedang,23.9,29.8,65.2,4,9.9,271,1006.1,7,22.8,0
CWC_20250810_PIT_B,2025-08-10 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,57.7,0.31,Lebat,24.8,29.8,80.5,3.9,5.4,311,1007.7,6.4,22.4,0
CWC_20250810_ROAD_01,2025-08-10 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,21,0.37,Sedang,25.6,32.8,89.9,2.4,5.4,192,1007.4,6.8,24.5,0
CWC_20250810_STOCKPILE,2025-08-10 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,55.2,0.97,Lebat,26.2,31.2,68.2,1.3,2.8,164,1008,6.2,25,0
CWC_20250810_PORT,2025-08-10 00:00:00,PORT,-1.93,116.95,Asia/Makassar,49,0.22,Sedang,26.3,30.8,77.2,0.7,2.2,264,1009.2,5.3,24.8,0
CWC_20250811_PIT_A,2025-08-11 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,55.4,0.43,Lebat,23.9,31.6,72.5,3.2,5.9,94,1011.7,7.1,21.7,0
CWC_20250811_PIT_B,2025-08-11 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,11.8,0.07,Ringan,26.1,32.5,79.4,4,9.6,164,1007.9,8.3,24.8,0
CWC_20250811_ROAD_01,2025-08-11 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,19.9,0.45,Ringan,24.2,28.8,75.4,2.4,6.4,260,1009.1,6.3,22.7,0
CWC_20250811_STOCKPILE,2025-08-11 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,25.6,0.66,Sedang,25.3,31.3,72.1,3.7,7.1,68,1014.6,5.8,23.4,0
CWC_20250811_PORT,2025-08-11 00:00:00,PORT,-1.93,116.95,Asia/Makassar,51.3,0.23,Lebat,26.7,32.3,82.3,2.5,8.5,279,1009.2,7.5,24.1,0
CWC_20250812_PIT_A,2025-08-12 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,60,0.87,Lebat,24.6,29.6,72.3,3.5,6,92,1012.3,9.4,22.1,0
CWC_20250812_PIT_B,2025-08-12 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,42.3,0.83,Sedang,26.7,32.4,78.8,2.4,3.8,326,1013.9,9.7,25.1,0
CWC_20250812_ROAD_01,2025-08-12 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,28.4,0.37,Sedang,24.9,30.2,89.3,1.9,5.9,42,1008.5,8.6,23,0
CWC_20250812_STOCKPILE,2025-08-12 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,14.7,0.83,Ringan,26.3,30.3,80.8,2.7,4.6,269,1011.7,6.8,24,0
CWC_20250812_PORT,2025-08-12 00:00:00,PORT,-1.93,116.95,Asia/Makassar,47.5,0.37,Sedang,23.4,30.8,92.3,1.9,4.2,51,1010.1,5.4,22.3,0
CWC_20250813_PIT_A,2025-08-13 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,20.4,0.26,Sedang,24,29.3,76.2,1.7,4.3,214,1011.7,9,21.8,0
CWC_20250813_PIT_B,2025-08-13 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,13.2,0.67,Ringan,23.1,31.1,87.7,2.6,6.4,54,1010.1,6,20.7,0
CWC_20250813_ROAD_01,2025-08-13 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,20.5,0.22,Sedang,26.7,31.5,87.5,1.2,6.5,19,1006.4,6,24,0
CWC_20250813_STOCKPILE,2025-08-13 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,8.9,0.59,Ringan,25.9,33.5,83.4,3.2,8.5,281,1013.6,6.8,24.9,0
CWC_20250813_PORT,2025-08-13 00:00:00,PORT,-1.93,116.95,Asia/Makassar,50.2,0.39,Lebat,25.2,29.8,66.8,3.8,9.3,198,1009.5,7.5,23.1,0
